Timestamp,Freq,Drive_Amp,Channel,X,Y,Z
3296.066123,30,0.0535,0,-0.029,0.021,0.945
3296.066661,30,0.0535,2,0.011,-0.005,0.78
3296.067284,30,0.0535,0,-0.013,0.004,0.559
3296.067816,30,0.0535,2,-0.005,0.009,0.404
3296.068444,30,0.0535,0,-0.01,-0.007,0.214
3296.068972,30,0.0535,2,-0.016,0.026,0.071
3296.069605,30,0.0535,0,0.005,-0.017,-0.097
3296.070126,30,0.0535,2,-0.032,0.039,-0.218
3296.070765,30,0.0535,0,0.013,-0.033,-0.347
3296.071282,30,0.0535,2,-0.04,0.046,-0.448
3296.071926,30,0.0535,0,0.015,-0.036,-0.544
3296.072437,30,0.0535,2,-0.047,0.053,-0.62
3296.073086,30,0.0535,0,0.019,-0.037,-0.681
3296.073592,30,0.0535,2,-0.048,0.049,-0.729
3296.074247,30,0.0535,0,0.015,-0.034,-0.757
3296.074747,30,0.0535,2,-0.033,0.04,-0.766
3296.075407,30,0.0535,0,0.004,-0.022,-0.76
3296.075902,30,0.0535,2,-0.025,0.025,-0.738
3296.076568,30,0.0535,0,-0.005,-0.009,-0.685
3296.077057,30,0.0535,2,-0.004,0.013,-0.635
3296.077728,30,0.0535,0,-0.02,0.002,-0.544
3296.078213,30,0.0535,2,0.005,0.006,-0.457
3296.078888,30,0.0535,0,-0.027,0.013,-0.329
3296.079368,30,0.0535,2,0.017,-0.006,-0.22
3296.080048,30,0.0535,0,-0.037,0.017,-0.052
3296.080523,30,0.0535,2,0.021,-0.007,0.084
3296.081208,30,0.0535,0,-0.036,0.009,0.285
3296.081678,30,0.0535,2,0.014,0.001,0.438
3296.082369,30,0.0535,0,-0.037,0.013,0.663
3296.082834,30,0.0535,2,0.01,0.002,0.834
3296.083529,30,0.0535,0,-0.031,0.004,1.085
3296.083989,30,0.0535,2,0.001,0.005,1.253
3296.084689,30,0.0535,0,-0.022,-0.001,1.506
3296.085144,30,0.0535,2,-0.011,0.015,1.683
3296.08585,30,0.0535,0,-0.01,-0.01,1.929
3296.086299,30,0.0535,2,-0.02,0.025,2.101
3296.087011,30,0.0535,0,-0.003,-0.019,2.326
3296.087455,30,0.0535,2,-0.021,0.024,2.475
3296.088171,30,0.0535,0,-0.001,-0.01,2.662
3296.08861,30,0.0535,2,-0.025,0.023,2.782
3296.089332,30,0.0535,0,0.005,-0.016,2.907
3296.089765,30,0.0535,2,-0.027,0.016,3.0
3296.090492,30,0.0535,0,0.003,-0.007,3.049
3296.09092,30,0.0535,2,-0.02,0.017,3.1
3296.091652,30,0.0535,0,-0.01,0.002,3.068
3296.092075,30,0.0535,2,-0.015,0.003,3.075
3296.092812,30,0.0535,0,-0.014,0.016,2.964
3296.093231,30,0.0535,2,-0.012,-0.007,2.932
3296.093973,30,0.0535,0,-0.024,0.015,2.745
3296.094385,30,0.0535,2,-0.002,-0.011,2.677
3296.095133,30,0.0535,0,-0.03,0.027,2.433
3296.095541,30,0.0535,2,0.004,-0.015,2.348
3296.096294,30,0.0535,0,-0.034,0.029,2.061
3296.096696,30,0.0535,2,0.013,-0.024,1.955
3296.097455,30,0.0535,0,-0.032,0.035,1.655
3296.097851,30,0.0535,2,0.012,-0.021,1.538
3296.098615,30,0.0535,0,-0.028,0.029,1.242
3296.099006,30,0.0535,2,0.007,-0.014,1.121
3296.099776,30,0.0535,0,-0.025,0.021,0.833
3296.100161,30,0.0535,2,0.007,-0.003,0.724
3296.100936,30,0.0535,0,-0.017,0.009,0.458
3296.101316,30,0.0535,2,-0.005,0.01,0.354
3296.102097,30,0.0535,0,-0.003,-0.009,0.125
3296.102471,30,0.0535,2,-0.018,0.021,0.027
3296.103257,30,0.0535,0,0.005,-0.023,-0.171
3296.103626,30,0.0535,2,-0.028,0.042,-0.254
3296.104417,30,0.0535,0,0.009,-0.036,-0.407
3296.104781,30,0.0535,2,-0.037,0.048,-0.473
3296.105578,30,0.0535,0,0.016,-0.041,-0.59
3296.105937,30,0.0535,2,-0.043,0.054,-0.638
3296.106738,30,0.0535,0,0.015,-0.039,-0.709
3296.107092,30,0.0535,2,-0.044,0.051,-0.737
3296.107898,30,0.0535,0,0.008,-0.032,-0.76
3296.108247,30,0.0535,2,-0.025,0.043,-0.768
3296.109058,30,0.0535,0,-0.0,-0.021,-0.746
3296.109402,30,0.0535,2,-0.021,0.029,-0.727
3296.110219,30,0.0535,0,-0.011,-0.007,-0.652
3296.110558,30,0.0535,2,-0.005,0.015,-0.609
3296.111379,30,0.0535,0,-0.024,0.006,-0.484
3296.111713,30,0.0535,2,0.003,0.006,-0.423
3296.11254,30,0.0535,0,-0.032,0.015,-0.256
3296.112868,30,0.0535,2,0.014,-0.006,-0.17
3296.1137,30,0.0535,0,-0.038,0.02,0.036
