Timestamp,Freq,Drive_Amp,Channel,X,Y,Z
146.390995,40,0.018,0,-0.032,0.006,2.063
146.391095,40,0.018,2,-0.031,0.029,2.079
146.391213,40,0.018,4,-0.03,2.057,0.013
146.391575,40,0.018,0,-0.03,-0.002,2.081
146.391673,40,0.018,2,-0.031,0.034,2.106
146.391794,40,0.018,4,-0.029,2.075,0.011
146.392156,40,0.018,0,-0.031,0.002,2.077
146.39225,40,0.018,2,-0.029,0.029,2.104
146.392374,40,0.018,4,-0.034,2.057,0.012
146.392736,40,0.018,0,-0.017,0.01,2.064
146.392828,40,0.018,2,-0.017,0.02,2.074
146.392955,40,0.018,4,-0.033,2.029,0.016
146.393316,40,0.018,0,-0.021,-0.002,2.016
146.393406,40,0.018,2,-0.013,0.031,2.035
146.393535,40,0.018,4,-0.028,1.971,0.015
146.393897,40,0.018,0,-0.017,-0.001,1.952
146.393984,40,0.018,2,-0.009,0.03,1.965
146.394116,40,0.018,4,-0.027,1.894,0.013
146.394477,40,0.018,0,-0.001,-0.019,1.873
146.394561,40,0.018,2,0.005,0.043,1.877
146.394697,40,0.018,4,-0.025,1.797,0.012
146.395057,40,0.018,0,-0.009,-0.028,1.759
146.395139,40,0.018,2,0.018,0.05,1.777
146.395277,40,0.018,4,-0.026,1.688,0.009
146.395638,40,0.018,0,-0.004,-0.021,1.654
146.395716,40,0.018,2,0.028,0.045,1.645
146.395858,40,0.018,4,-0.027,1.557,0.012
146.396218,40,0.018,0,0.005,-0.02,1.521
146.396294,40,0.018,2,0.043,0.041,1.517
146.396438,40,0.018,4,-0.02,1.417,0.011
146.396798,40,0.018,0,-0.011,0.001,1.372
146.396872,40,0.018,2,0.042,0.022,1.374
146.397019,40,0.018,4,-0.01,1.271,0.005
146.397378,40,0.018,0,0.002,0.006,1.227
146.39745,40,0.018,2,0.043,0.015,1.226
146.397599,40,0.018,4,-0.009,1.122,0.01
146.397959,40,0.018,0,0.009,0.008,1.067
146.398028,40,0.018,2,0.031,0.012,1.076
146.39818,40,0.018,4,-0.007,0.969,0.01
146.398539,40,0.018,0,-0.008,0.009,0.928
146.398606,40,0.018,2,0.022,0.02,0.922
146.398761,40,0.018,4,-0.004,0.822,0.009
146.399119,40,0.018,0,0.0,-0.007,0.771
146.399183,40,0.018,2,0.019,0.035,0.774
146.399341,40,0.018,4,-0.003,0.679,0.007
146.3997,40,0.018,0,-0.009,-0.009,0.629
146.399761,40,0.018,2,0.01,0.037,0.63
146.399922,40,0.018,4,-0.004,0.532,0.007
146.40028,40,0.018,0,-0.027,-0.008,0.496
146.400339,40,0.018,2,0.002,0.042,0.498
146.400502,40,0.018,4,0.007,0.405,0.006
146.40086,40,0.018,0,-0.02,-0.003,0.369
146.400917,40,0.018,2,-0.005,0.033,0.373
146.401082,40,0.018,4,0.006,0.292,-0.001
146.40144,40,0.018,0,-0.038,0.013,0.262
146.401494,40,0.018,2,-0.014,0.02,0.269
146.401663,40,0.018,4,0.008,0.193,0.005
146.40202,40,0.018,0,-0.04,0.021,0.164
146.402072,40,0.018,2,-0.024,0.017,0.179
146.402244,40,0.018,4,0.014,0.105,0.008
146.4026,40,0.018,0,-0.031,0.02,0.091
146.40265,40,0.018,2,-0.041,0.016,0.101
146.402824,40,0.018,4,0.016,0.043,0.008
146.403181,40,0.018,0,-0.038,0.017,0.042
146.403228,40,0.018,2,-0.05,0.023,0.045
146.403405,40,0.018,4,0.014,-0.004,0.006
146.403761,40,0.018,0,-0.035,0.002,0.0
146.403805,40,0.018,2,-0.046,0.036,0.015
146.403986,40,0.018,4,0.012,-0.029,0.007
146.404341,40,0.018,0,-0.027,0.007,-0.008
146.404383,40,0.018,2,-0.052,0.032,-0.003
146.404566,40,0.018,4,0.013,-0.027,0.001
146.404921,40,0.018,0,-0.032,0.0,-0.004
146.404961,40,0.018,2,-0.038,0.036,0.004
146.405146,40,0.018,4,0.012,-0.01,0.004
146.405501,40,0.018,0,-0.031,-0.006,0.013
146.405538,40,0.018,2,-0.023,0.04,0.039
146.405727,40,0.018,4,0.014,0.029,0.008
146.406082,40,0.018,0,-0.025,-0.001,0.073
146.406118,40,0.018,2,-0.009,0.03,0.076
146.406308,40,0.018,4,0.009,0.089,0.003
146.406662,40,0.018,0,-0.034,-0.005,0.136
146.406698,40,0.018,2,-0.002,0.037,0.155
146.406888,40,0.018,4,0.01,0.167,0.005
146.407242,40,0.018,0,-0.014,-0.005,0.218
146.407278,40,0.018,2,0.011,0.035,0.241
146.407469,40,0.018,4,0.006,0.265,0.006
146.407822,40,0.018,0,-0.02,0.006,0.335
146.407859,40,0.018,2,0.02,0.027,0.333
146.408049,40,0.018,4,0.004,0.375,0.004
146.408402,40,0.018,0,-0.001,-0.006,0.444
146.408439,40,0.018,2,0.036,0.037,0.464
146.40863,40,0.018,4,0.01,0.499,0.015
146.408982,40,0.018,0,-0.001,-0.002,0.581
146.409019,40,0.018,2,0.031,0.024,0.59
146.40921,40,0.018,4,-0.01,0.636,0.006
146.409562,40,0.018,0,0.007,-0.005,0.727
146.409599,40,0.018,2,0.038,0.023,0.728
146.409791,40,0.018,4,-0.002,0.781,0.004
146.410143,40,0.018,0,-0.007,-0.007,0.858
146.410179,40,0.018,2,0.039,0.033,0.885
146.410371,40,0.018,4,-0.005,0.931,0.009
146.410723,40,0.018,0,-0.011,0.004,1.023
146.41076,40,0.018,2,0.045,0.022,1.022
146.410952,40,0.018,4,-0.013,1.087,0.003
146.411303,40,0.018,0,-0.018,0.003,1.175
